SID,SNAME,SEX,HEIGHT,BDATE,DORM
04009021,高聪松,女,169.53,2003-11-01,北2舍503
04009030,苏康昌,男,168.0,2004-05-14,北1舍334
04009040,李垒溯,男,177.0,2003-11-24,东1舍708
04009050,袁朕才,男,176.0,2004-07-16,南2舍635
04009061,李谷欢,女,162.81,2004-05-13,西2舍203
04009070,李涵魏,男,170.0,2003-09-18,南2舍407
04009080,杨科泽,男,175.0,2004-04-16,东1舍911
04009091,张蕾涵,女,169.76,2004-03-18,北1舍503
04009101,崔芯松,女,167.66,2004-09-13,西1舍539
04009111,郭歆铃,女,165.9,2004-09-02,南2舍113
04009121,朱亦凤,女,148.64,2004-05-23,东1舍812
04009130,刘擎雨,男,183.0,2004-06-16,东2舍728
04009141,李睿哲,女,145.94,2004-04-17,西2舍816
04009151,陈听镱,女,168.63,2004-04-04,北2舍904
04009161,汪蕴觅,女,153.48,2004-06-14,北1舍719
04009170,王飒仑,男,171.0,2004-09-01,东2舍414
04009181,蔡扬璐,女,165.35,2004-11-09,西2舍825
04009191,张文珍,女,169.92,2004-08-17,北2舍316
04009200,孙光晟,男,170.0,2004-11-07,南1舍313
04009211,朱初萍,女,157.51,2003-11-25,东1舍626
04009221,杨漪怀,女,164.94,2003-12-19,北2舍536
04009230,常广涵,男,175.0,2004-05-14,北2舍209
04009240,谢苗禛,男,175.0,2005-01-10,南1舍437
04009250,雷书升,男,167.0,2004-08-20,东2舍222
04009260,韦均佳,男,175.0,2004-06-30,西2舍903
04009270,张映淇,男,179.0,2004-07-10,东1舍509
04009280,郑益坤,男,167.0,2005-01-24,北2舍322
04009291,白雁露,女,168.53,2005-01-18,南2舍740
04009300,马坤茂,男,171.0,2004-04-29,北1舍702
04009311,李榆灵,女,160.16,2004-10-30,西1舍129
04009321,李雯宇,女,162.58,2003-05-17,北1舍709
04009330,廖晟阳,男,174.0,2004-02-17,东2舍708
04009341,张柳惠,女,156.08,2004-05-23,东1舍219
04009350,陈璥聚,男,173.0,2005-02-28,东1舍539
04009360,孙骢君,男,188.0,2004-08-24,北2舍906
04009371,何琪萍,女,164.96,2005-02-18,北2舍703
04009381,谢芯萱,女,163.42,2004-01-25,南2舍805
04009391,黄莉林,女,157.6,2005-12-29,东2舍327
04009400,吕璥贵,男,172.0,2005-03-13,南1舍436
04009411,马铃路,女,172.29,2004-06-16,西1舍512
04009421,刘苑柏,女,153.11,2004-05-08,北2舍302
04009430,崔逸佳,男,173.0,2004-11-21,东1舍934
04009441,王虹松,女,166.7,2004-05-12,东2舍629
04009450,张华齐,男,173.0,2004-07-21,东1舍333
04009461,郑茜新,女,152.85,2003-12-05,东1舍623
04009471,余颢卓,女,163.47,2004-09-06,东2舍838
04009481,刘春盼,女,155.61,2004-07-31,西1舍538
04009490,刘博昴,男,165.0,2004-10-11,西2舍330
04009501,田槐荷,女,175.79,2004-08-24,南1舍832
04009511,董滢冉,女,162.57,2004-07-04,西2舍632
04009520,佟凰濯,男,177.0,2004-04-24,西2舍225
04009530,韦晏稹,男,171.0,2004-02-05,南1舍522
04009540,赵聪鹏,男,175.0,2004-05-02,南1舍330
04009550,钱友鸿,男,171.0,2003-07-28,南2舍731
04009560,李志康,男,184.0,2004-08-19,北1舍711
04009570,马贯越,男,183.0,2004-02-06,南2舍836
04009580,徐炎旖,男,180.0,2004-11-03,南1舍240
04009591,程彤任,女,163.93,2004-09-24,西1舍526
04009601,刘紫欣,女,169.9,2005-02-10,南1舍415
04009611,沈笑宁,女,166.06,2004-06-30,南1舍438
04009621,丘书鹤,女,166.02,2004-08-13,西2舍720
04009631,徐松绿,女,164.93,2004-10-28,南1舍308
04009640,吴文罡,男,179.0,2004-12-08,东1舍936
04009651,林奇岚,女,169.43,2004-08-01,南2舍713
04009661,朱瑛怜,女,165.29,2003-12-18,北1舍609
04009670,黄璥玮,男,171.0,2004-11-06,西1舍206
04009680,蔡行蒲,男,171.0,2004-06-28,西1舍229
04009691,杨珚谷,女,166.36,2004-05-17,东2舍705
04009700,谢渝沧,男,178.0,2004-09-10,西1舍140
04009710,高砂贵,男,177.0,2005-01-14,南2舍530
04009720,路逸葆,男,179.0,2004-01-17,北2舍226
04009731,黄艺素,女,155.22,2004-07-18,南2舍801
04009741,谢月甜,女,165.56,2004-09-12,东1舍815
04009750,阎明晞,男,174.0,2004-03-25,东2舍725
04009761,范家银,女,158.25,2004-03-11,南1舍619
04009770,白桓广,男,165.0,2004-03-29,北1舍604
04009781,吴银嫦,女,158.69,2004-07-24,东1舍608
04009791,周欣璐,女,166.36,2004-04-01,西1舍629
04009800,李骏诤,男,175.0,2003-10-31,西1舍504
04009811,周芥娇,女,156.89,2004-04-08,南2舍126
04009821,王莎优,女,168.18,2004-03-02,南1舍240
04009831,梁聪裳,女,170.16,2003-11-20,北2舍628
04009841,樊智珚,女,174.8,2004-06-10,北1舍203
04009851,张晗映,女,174.77,2004-06-29,南1舍107
04009860,张升颜,男,180.0,2004-05-10,北2舍438
04009871,刘幽青,女,148.64,2005-02-21,西2舍225
04009881,蓝帆兰,女,157.46,2004-02-29,北2舍322
04009890,李福照,男,174.0,2003-11-26,东1舍506
04009901,李彩锦,女,162.46,2004-03-25,南1舍120
04009911,孙芃融,女,166.36,2004-01-16,西2舍304
04009920,刘棋茂,男,171.0,2004-04-11,西2舍408
04009931,史觅芳,女,172.57,2004-03-26,东2舍534
04009941,刘逸柳,女,163.75,2004-04-04,东1舍731
04009951,金蕴妍,女,164.85,2004-04-18,东1舍335
04009960,郑至奇,男,181.0,2004-04-13,西2舍412
04009971,朱虹兔,女,153.4,2004-08-23,东1舍807
04009981,南萍杭,女,167.56,2004-04-19,西2舍231
04009991,朱棉柔,女,164.47,2003-10-18,北1舍209
04010000,李掣佚,男,182.0,2005-02-07,南2舍124
04010011,陈钰人,女,164.32,2004-05-30,东1舍632
04010021,张静振,女,161.9,2004-11-29,南2舍911
04010031,李卿漫,女,166.23,2004-05-14,东2舍212
04010040,董昂柏,男,170.0,2004-02-21,东2舍314
04010051,朱筠梨,女,160.65,2005-02-05,东2舍819
04010061,张艳鸣,女,149.82,2004-08-19,南2舍129
04010071,朱超芫,女,165.1,2004-05-10,东1舍102
04010081,陈诗姣,女,154.77,2004-04-11,北1舍335
04010090,王邦霆,男,173.0,2004-12-21,北1舍513
04010100,龚智频,男,182.0,2004-09-19,南1舍935
04010111,门驰哲,女,149.68,2004-05-09,东2舍202
04010121,杨龙越,女,165.53,2004-07-25,南2舍224
04010131,何绣瑷,女,158.88,2004-10-13,北2舍715
04010140,陈哲保,男,172.0,2005-10-13,南2舍706
04010151,何惜然,女,155.98,2004-10-29,西2舍610
04010160,彭擎钢,男,160.0,2003-11-09,北1舍301
04010171,孙素语,女,167.48,2004-08-30,南1舍220
04010180,李之凯,男,180.0,2004-07-18,西1舍816
04010190,齐葆畅,男,174.0,2004-05-27,南2舍638
04010201,王银柏,女,154.38,2004-06-19,西2舍803
04010211,李正凤,女,160.56,2004-03-06,南1舍424
04010221,潘觅瑾,女,172.22,2004-06-20,南1舍418
04010230,周聚生,男,178.0,2005-03-22,东1舍314
04010240,吴彤焘,男,168.0,2004-07-02,南2舍824
04010251,刘依姣,女,165.3,2005-01-10,东2舍926
04010260,严万咏,男,172.0,2004-07-18,北2舍703
04010271,郭锦越,女,161.58,2004-09-03,北1舍905
04010281,蓝甜茜,女,168.18,2004-08-28,东1舍521
04010291,楼琼珂,女,174.86,2004-11-07,西1舍215
04010300,陈致律,男,166.0,2004-08-12,北2舍130
04010311,方泽聪,女,160.76,2003-10-16,南1舍713
04010321,颜育勤,女,165.63,2004-03-20,东2舍234
04010330,彭致华,男,178.0,2004-04-26,东2舍820
04010341,王柳韵,女,160.94,2004-03-13,南1舍201
04010351,杨懿卉,女,154.38,2004-05-23,西2舍909
04010361,王露悠,女,153.54,2004-04-07,北1舍935
04010371,孙凉筱,女,171.44,2004-07-11,南2舍722
04010380,戴风励,男,163.0,2004-10-07,西2舍120
04010391,李藐柏,女,170.96,2004-12-03,北1舍940
04010400,李博浦,男,173.0,2004-10-13,西2舍112
04010410,康蒙兴,男,171.0,2004-04-16,南1舍404
04010420,查儒凌,男,181.0,2004-03-28,西1舍215
04010431,文伊海,女,158.66,2004-04-17,北2舍703
04010440,张瀚泉,男,164.0,2004-05-05,北1舍905
04010451,王辰梨,女,150.28,2004-06-23,南2舍218
04010460,李旖平,男,176.0,2003-11-25,北2舍312
04010470,苗昱雨,男,174.0,2004-09-03,西1舍416
04010480,徐旷擎,男,168.0,2004-11-24,西2舍231
04010490,王彤昭,男,171.0,2004-09-27,南1舍628
04010501,李杏巧,女,173.53,2004-02-10,北1舍233
04010510,关单崇,男,178.0,2004-01-04,南1舍836
04010521,戴飘籁,女,166.92,2005-02-15,北2舍931
04010530,张升晟,男,177.0,2005-07-09,西2舍736
04010541,吴凌妹,女,162.24,2003-11-30,南2舍807
04010550,吴士轩,男,175.0,2004-08-08,东1舍507
04010560,汤襦臣,男,176.0,2005-01-01,南2舍740
04010570,温均宏,男,167.0,2004-06-09,南1舍428
04010580,李昴矾,男,157.0,2004-06-09,西2舍636
04010591,李肖银,女,175.45,2004-10-11,南1舍228
04010601,师煜虹,女,165.01,2004-04-24,东1舍513
04010610,农洲飒,男,170.0,2004-08-11,西2舍527
04010621,蒙潇霞,女,156.01,2004-07-30,西1舍418
04010630,冯福珑,男,159.0,2004-10-06,南2舍911
04010641,杨悦黛,女,161.4,2004-04-30,北2舍533
04010650,郑登漾,男,171.0,2004-02-26,南1舍534
04010661,张卓英,女,168.8,2004-10-27,南1舍909
04010671,林肖敏,女,159.42,2004-01-18,南2舍235
04010680,温承旖,男,176.0,2004-11-06,南2舍212
04010690,谢杉辈,男,178.0,2004-07-06,东2舍127
04010700,李峰仑,男,173.0,2004-02-22,南1舍521
04010711,郭卷璇,女,165.57,2004-05-06,南1舍935
04010720,闵钟善,男,166.0,2004-04-09,西1舍738
04010730,程震洲,男,168.0,2004-08-28,南2舍709
04010741,刘燕珊,女,158.47,2004-01-15,西1舍816
04010750,张争升,男,162.0,2004-07-30,东2舍104
04010760,刘晟纪,男,175.0,2004-04-16,西1舍514
04010770,陈庭易,男,167.0,2004-03-13,北1舍413
04010781,赖松枝,女,160.62,2004-06-06,南2舍705
04010790,刘利景,男,167.0,2004-04-07,南2舍817
04010800,王茂烨,男,171.0,2004-07-04,南1舍509
04010810,蒋船烊,男,168.0,2004-09-24,东2舍336
04010820,张歌冰,男,172.0,2005-01-20,东1舍508
04010830,郑旖迅,男,169.0,2004-05-14,西2舍403
04010840,黎充保,男,172.0,2004-02-05,南2舍439
04010850,苏楠友,男,169.0,2004-02-09,西1舍732
04010860,吕鑫朋,男,182.0,2004-05-15,北1舍439
04010870,米蒲世,男,160.0,2004-07-04,东2舍331
04010881,徐松自,女,169.77,2004-12-27,南1舍615
04010891,田岚倩,女,153.97,2004-12-12,东2舍608
04010900,邹逸雨,男,181.0,2005-01-21,东1舍904
04010911,高娴环,女,154.99,2003-05-27,西1舍729
04010920,王韬坤,男,176.0,2004-09-05,北2舍614
04010931,黄峥妍,女,164.53,2004-09-11,西1舍606
04010940,苏衡和,男,170.0,2004-03-17,北2舍125
04010951,沈晶晴,女,155.89,2005-06-12,南2舍210
04010961,陈菲欢,女,157.95,2004-07-15,南2舍340
04010971,张婕易,女,169.85,2004-04-08,西1舍407
04010981,李琴馥,女,167.83,2004-07-18,北2舍109
04010990,王河昌,男,176.0,2004-07-06,北1舍334
04011001,王冉漪,女,160.08,2004-06-13,南1舍915
04011011,张姣敏,女,167.54,2005-04-01,西1舍239
04011020,王霆争,男,169.0,2004-07-27,南2舍834
04011030,聂之业,男,168.0,2004-01-22,西1舍235
04011040,李远诚,男,182.0,2004-10-31,南2舍102
04011050,郭腾隆,男,176.0,2003-05-21,北2舍708
04011060,马中船,男,175.0,2004-11-18,西1舍817
04011071,崔芃龙,女,166.07,2005-03-13,东2舍526
04011080,李臣鹏,男,172.0,2004-07-28,东1舍105
04011091,姜缦菊,女,164.73,2004-06-26,东1舍218
04011100,王礼睿,男,177.0,2004-03-30,南1舍120
04011111,傅霎芹,女,155.96,2005-01-18,北2舍611
04011121,刘哲可,女,161.6,2004-06-11,北1舍517
04011131,温蒨儿,女,168.77,2004-08-11,南2舍322
04011141,张奕裳,女,165.71,2003-11-21,北2舍809
04011150,罗之伟,男,187.0,2005-01-16,南1舍437
04011161,杨觅滟,女,148.34,2004-02-12,东2舍914
04011171,杨莲兔,女,159.79,2004-07-16,北1舍840
04011181,郭鸥雁,女,167.66,2004-02-07,南1舍807
04011190,倪钊时,男,174.0,2004-12-19,北1舍312
04011200,郑元伟,男,188.0,2004-11-24,北2舍919
04011210,保远贵,男,175.0,2005-03-11,东1舍428
04011220,孙琛冕,男,182.0,2004-07-13,西2舍508
04011231,查莉易,女,174.94,2004-08-29,南2舍801
04011240,冯舱平,男,175.0,2004-08-25,南1舍404
04011251,马倩木,女,162.29,2004-06-22,北1舍607
04011261,张鸣诺,女,165.11,2004-02-12,东2舍235
04011270,武谱颜,男,176.0,2003-09-02,西2舍202
04011281,高英叶,女,170.8,2003-06-19,东2舍739
04011290,谢达恬,男,172.0,2004-05-13,西2舍508
04011300,梁垒佳,男,180.0,2004-05-03,东2舍910
04011310,马焘频,男,167.0,2005-01-28,南2舍917
04011321,周宇诗,女,156.64,2004-09-25,北2舍915
04011331,杨维歆,女,165.29,2004-07-26,东2舍629
04011341,黄奇光,女,163.08,2004-04-13,东1舍425
04011351,王人苒,女,175.56,2004-07-16,西1舍808
04011360,唐振涛,男,182.0,2004-12-21,北2舍722
04011370,孙行帝,男,167.0,2004-04-17,西2舍724
04011381,王卿路,女,163.84,2004-07-16,东1舍204
04011390,李璥虚,男,182.0,2004-08-13,西1舍127
04011401,张茹靖,女,154.34,2003-10-16,东1舍518
04011410,张泽棋,男,180.0,2003-09-11,西2舍131
04011420,曾钦智,男,177.0,2004-01-10,北1舍140
04011431,金辰正,女,159.31,2005-01-05,东2舍227
04011441,韦兔萌,女,162.44,2004-04-15,北1舍119
04011451,冯晗柏,女,156.94,2004-08-13,西2舍111
04011460,刘盛颁,男,167.0,2004-07-16,北2舍719
04011471,陈婷月,女,165.1,2005-03-12,东1舍815
04011481,杨玮槽,女,165.21,2004-10-17,北1舍609
04011490,胡乐泮,男,166.0,2004-09-24,东2舍526
04011501,黄人乐,女,167.4,2004-11-16,西2舍716
04011510,刘俯奇,男,165.0,2004-09-03,西2舍929
04011520,史致群,男,174.0,2003-10-31,南1舍225
04011531,何安可,女,160.51,2004-06-20,东2舍339
04011541,王依虞,女,159.39,2004-09-28,西2舍217
04011551,邓筠卿,女,160.51,2004-11-01,北1舍810
04011560,刘振棋,男,161.0,2004-08-03,南1舍210
04011571,王欣诗,女,158.91,2004-08-15,南2舍831
04011580,张胜益,男,178.0,2004-05-13,北2舍728
04011591,戴自越,女,187.96,2005-03-22,西1舍224
04011600,丘晞风,男,173.0,2004-01-17,西1舍918
04011611,翟苒美,女,149.9,2004-06-16,西1舍528
04011621,李璟彨,女,168.13,2004-09-09,南2舍117
04011631,洪怀青,女,170.65,2005-02-24,东1舍934
04011640,王清辈,男,172.0,2004-06-23,南2舍313
04011651,柴依漪,女,156.3,2004-08-20,西1舍425
04011660,廖昴泰,男,177.0,2005-01-07,东1舍320
04011671,黎荣洁,女,170.11,2004-06-26,东1舍134
04011681,杨枝宁,女,170.46,2004-01-21,南2舍602
04011690,徐伦拾,男,177.0,2004-01-14,东1舍130
04011700,姜宇易,男,171.0,2004-01-07,北1舍520
04011710,叶朋华,男,191.0,2005-04-27,南1舍426
04011720,李罡昌,男,166.0,2004-03-30,西2舍717
04011730,卢坤冠,男,176.0,2004-08-09,西1舍805
04011740,张崇志,男,164.0,2004-04-23,东2舍738
04011750,王武皓,男,168.0,2003-12-27,南2舍132
04011761,钱昕璧,女,165.52,2004-03-28,西1舍613
04011771,孟蓉杭,女,156.39,2005-01-21,西2舍416
04011780,田忠峰,男,170.0,2004-08-11,北1舍740
04011790,宋杉劻,男,177.0,2004-02-22,南1舍713
04011801,张娅怀,女,155.19,2004-06-13,北2舍803
04011810,李克苗,男,165.0,2004-09-02,东1舍526
04011820,郑俊济,男,182.0,2004-10-22,东2舍833
04011831,张溪烟,女,151.2,2005-01-28,北2舍929
04011840,陈宇远,男,170.0,2004-05-28,西1舍701
04011850,龚颁瑜,男,154.0,2004-08-13,西2舍128
04011861,陈毓连,女,154.67,2004-02-07,南1舍426
04011870,蔡焘意,男,185.0,2004-08-01,西2舍231
04011881,李琳烷,女,147.55,2004-03-25,北2舍107
04011890,符璥岑,男,166.0,2005-07-23,东2舍623
04011900,丁玮皓,男,180.0,2004-02-23,南1舍836
04011910,任擎锐,男,178.0,2004-01-02,南2舍235
04011921,王玉漫,女,146.87,2004-06-14,东2舍407
04011930,吉弛来,男,173.0,2004-12-03,东2舍214
04011941,李琴璟,女,157.66,2004-07-19,西2舍720
04011951,高眉蓉,女,160.46,2004-05-07,北1舍509
04011961,姚源晓,女,167.42,2004-05-27,西1舍216
04011971,曹涵灿,女,168.27,2004-05-14,东1舍921
04011980,张棋飒,男,163.0,2004-12-15,南2舍831
04011991,于奕纯,女,150.85,2004-07-02,南2舍614
04012001,魏懿霎,女,162.59,2004-05-30,南2舍910
04012010,郑康蓝,男,171.0,2004-06-15,东1舍708
04012020,张政来,男,168.0,2004-03-07,东2舍338
04012031,唐蓓风,女,155.34,2004-03-04,西1舍538
04012040,汪砂利,男,167.0,2003-08-20,东2舍314
04012051,刘叶妹,女,158.94,2004-04-01,东2舍215
04012061,李桂妮,女,166.97,2004-11-17,东1舍202
04012070,黄拾纲,男,181.0,2005-01-23,北1舍224
04012081,陈自听,女,161.39,2003-06-29,北2舍733
04012091,赵潼辰,女,160.93,2004-08-03,东1舍809
04012101,张昊松,女,176.74,2005-06-07,南2舍718
04012110,曹社迅,男,176.0,2005-04-23,南2舍801
04012120,吴奎和,男,178.0,2004-02-18,东2舍709
04012130,王钢影,男,167.0,2004-09-03,北2舍830
04012141,赵荣珞,女,163.76,2004-08-30,北1舍604
04012151,黄茗任,女,174.81,2004-05-09,东1舍525
04012161,李彩滟,女,164.8,2004-08-29,南1舍717
04012171,刘易儿,女,156.52,2004-04-21,南1舍640
04012181,靳爽堇,女,166.21,2004-09-16,北1舍607
04012191,常彤樱,女,173.46,2003-12-31,东1舍332
04012201,余德允,女,158.45,2004-09-29,西2舍815
04012211,刘歆琬,女,166.66,2004-08-14,东1舍837
04012221,黄睿飘,女,147.68,2004-09-25,北1舍435
04012230,丁矾示,男,170.0,2004-09-08,南2舍902
04012241,杨秀林,女,157.91,2004-01-23,南2舍132
04012251,王乐婷,女,159.91,2004-03-09,南2舍910
04012260,龚珑瑜,男,166.0,2004-08-21,南1舍115
04012271,潘娜家,女,168.09,2004-08-11,西2舍825
04012280,崔禅利,男,178.0,2004-08-23,南1舍903
04012291,董叶宇,女,167.05,2004-07-20,南2舍616
04012301,许希玲,女,169.31,2003-11-10,北1舍308
04012311,陈瑶暄,女,155.72,2004-09-12,西2舍222
04012320,赵鹰烁,男,167.0,2004-10-06,北2舍228
04012331,李沁菡,女,160.15,2004-05-22,北2舍632
04012341,张家瑞,女,166.18,2004-04-29,东2舍613
04012350,刘镇永,男,176.0,2004-10-24,北2舍626
04012361,李恬贻,女,157.45,2003-07-29,南1舍838
04012370,任沧颔,男,173.0,2004-10-23,西2舍511
04012381,刘岚月,女,160.49,2004-05-22,南1舍921
04012391,韩萱音,女,167.97,2004-08-06,南2舍401
04012400,罗沧禅,男,174.0,2003-12-04,西2舍605
04012410,钱擎胜,男,163.0,2004-08-10,北2舍916
04012420,吕豪诤,男,163.0,2004-04-16,西2舍720
04012431,陈佑亭,女,161.61,2004-04-30,西1舍329
04012440,易喆竣,男,164.0,2003-12-31,西1舍309
04012450,胡诗纲,男,172.0,2003-10-16,南1舍836
04012460,陈攸彦,男,175.0,2004-02-08,北2舍701
04012470,杜垒澜,男,180.0,2004-02-10,西1舍936
04012480,李竣高,男,163.0,2005-04-24,东2舍839
04012490,叶兴超,男,164.0,2004-10-10,东2舍624
04012500,林科淇,男,187.0,2004-02-01,北2舍320
04012511,罗茜琶,女,167.39,2004-08-04,东1舍123
04012521,李瑛花,女,152.1,2004-02-29,西1舍532
04012531,盛皎群,女,171.59,2004-11-27,南2舍735
04012540,黄钊兴,男,189.0,2004-10-18,西1舍326
04012550,李燏奎,男,177.0,2003-10-07,北2舍130
04012561,张倚晋,女,172.38,2004-12-16,西2舍733
04012571,王松仪,女,163.43,2005-05-09,南1舍127
04012580,冯函诚,男,179.0,2004-04-17,北1舍423
04012591,张美佩,女,166.11,2004-05-11,西1舍421
04012600,甯尧冠,男,167.0,2004-10-26,西2舍736
04012611,单绿惠,女,157.61,2004-01-27,西2舍309
04012621,梁萁聪,女,156.83,2004-01-22,西2舍514
04012631,侯爽晋,女,169.99,2004-04-01,西2舍534
04012640,陈泉舱,男,178.0,2004-09-07,北2舍721
04012650,李卿歌,男,178.0,2005-01-31,北1舍334
04012660,应禅骏,男,180.0,2004-09-18,南2舍705
04012670,芦辰凰,男,172.0,2004-09-10,西2舍217
04012680,黄南亭,男,174.0,2004-03-13,北1舍423
04012691,李琰梓,女,157.02,2004-02-04,西2舍918
04012701,黄丽维,女,171.64,2003-12-17,东2舍138
04012711,王芷蕴,女,154.98,2004-12-03,东2舍833
04012721,张书越,女,171.95,2004-07-13,西1舍518
04012730,胡铸元,男,167.0,2004-04-27,北1舍607
04012741,苏宁允,女,169.19,2004-02-07,北1舍736
04012750,朱鹏驾,男,165.0,2005-05-07,西2舍202
04012760,石茂浪,男,174.0,2004-01-26,南1舍828
04012770,孙杭旭,男,167.0,2004-07-01,西2舍821
04012781,陈萌听,女,155.32,2004-04-17,南2舍805
04012790,李韬中,男,180.0,2004-02-03,西1舍321
04012800,王高晞,男,179.0,2004-08-22,西2舍639
04012811,祁晋诗,女,168.47,2004-10-27,南1舍430
04012821,马婵卉,女,155.21,2004-07-24,北1舍412
04012830,沈弛豪,男,163.0,2005-02-23,西2舍926
04012840,李韵兴,男,165.0,2004-12-11,南1舍323
04012850,邵存臻,男,186.0,2004-01-25,东2舍135
04012861,黄勤贻,女,165.69,2003-08-22,西2舍227
04012870,胡垒帅,男,173.0,2004-04-25,北1舍736
04012880,杨晋歌,男,163.0,2004-08-01,东1舍418
04012891,张倩艺,女,160.09,2004-01-22,西1舍735
04012901,王珍熙,女,167.99,2004-05-27,西2舍737
04012911,刘依任,女,163.88,2005-05-07,西2舍901
04012920,郭舱毅,男,181.0,2004-03-17,东1舍216
04012931,陈纯新,女,154.45,2004-07-08,东1舍433
04012941,王璐恬,女,173.34,2005-02-02,西1舍233
04012950,孟君锐,男,160.0,2004-03-28,西2舍327
04012961,段灵迎,女,166.98,2004-04-22,北1舍924
04012971,曾爽光,女,148.78,2004-06-17,北1舍534
04012980,罗韵坤,男,173.0,2004-10-14,北1舍621
04012991,林芹艳,女,170.05,2003-11-10,南2舍907
04013000,锺单澜,男,172.0,2004-08-02,西1舍625
04013010,陈青腾,男,171.0,2004-03-04,西2舍518
04013020,周舱朋,男,181.0,2004-09-13,东2舍718
04013030,田霆沧,男,163.0,2005-01-31,东2舍819
04013040,梁舱豪,男,170.0,2004-03-28,东1舍611
04013051,蔡媱普,女,165.21,2004-03-09,北1舍719
04013061,张林普,女,160.07,2005-05-08,西2舍120
04013071,邵好娟,女,177.71,2005-01-01,南2舍408
04013081,吴岚飘,女,171.92,2004-09-03,北2舍509
04013090,柴洋澔,男,175.0,2003-12-15,西2舍206
04013101,周冉晶,女,168.47,2004-01-11,东1舍618
04013111,范霎荷,女,165.01,2004-03-09,西1舍424
04013120,黎均喆,男,169.0,2004-09-27,北2舍937
04013131,吴漫德,女,150.52,2004-06-02,西2舍730
04013141,王雪峥,女,169.28,2004-12-22,南2舍634
04013151,石雨惠,女,166.64,2003-12-19,南1舍317
04013160,许忠真,男,178.0,2005-04-17,南1舍131
04013170,胡瑜励,男,176.0,2004-09-12,西2舍807
04013181,何超兔,女,156.11,2004-10-29,西1舍309
04013190,张青若,男,168.0,2004-09-11,南2舍207
04013200,黄密映,男,176.0,2004-02-29,北2舍433
04013210,雷乐越,男,170.0,2004-09-23,西1舍213
04013221,王蕊龙,女,154.97,2004-05-22,南1舍114
04013231,黄俏超,女,159.89,2005-03-20,南1舍232
04013241,吴玉缦,女,155.31,2004-08-21,南2舍139
04013251,李爽怀,女,165.26,2003-12-05,南1舍204
04013261,陶家歆,女,164.84,2005-06-11,南1舍509
04013270,黄佚梁,男,174.0,2004-10-27,东2舍926
04013280,刘河奎,男,176.0,2004-02-19,南1舍313
04013290,萧晨宏,男,176.0,2004-10-05,西2舍523
04013300,刘佚俊,男,183.0,2004-07-08,南1舍612
04013311,袁可晨,女,167.32,2005-01-08,南2舍203
04013320,沙励儒,男,160.0,2004-06-22,西1舍210
04013330,保纪钦,男,177.0,2004-06-10,北2舍906
04013340,姜俊刚,男,178.0,2004-08-05,东1舍440
04013350,龙广卓,男,172.0,2004-04-19,东1舍523
04013361,王堇滟,女,167.26,2004-07-22,北2舍436
04013370,王喆朕,男,170.0,2004-08-31,东1舍933
04013381,丘忆珂,女,155.81,2004-12-20,西2舍108
04013391,薛路娟,女,157.27,2004-01-13,北2舍836
04013401,孙茜凤,女,172.12,2003-10-09,南2舍813
04013410,翁达骏,男,173.0,2003-08-11,东2舍820
04013420,程轩海,男,171.0,2004-09-01,南1舍204
04013431,贺佳菲,女,158.78,2005-02-10,北2舍535
04013440,张瑎奕,男,185.0,2003-11-08,西2舍435
04013451,余烨婉,女,162.12,2004-04-19,南1舍516
04013461,盛柔浩,女,159.79,2005-01-20,东1舍528
04013471,董苒环,女,154.3,2003-11-08,东1舍316
04013480,侯翰亿,男,166.0,2004-02-10,东2舍926
04013490,邓烊儒,男,163.0,2003-11-11,东1舍918
04013501,靳痴芫,女,163.07,2004-10-09,西2舍335
04013511,邓雪菡,女,165.19,2004-12-12,东2舍828
04013520,周圣阔,男,164.0,2004-03-15,西2舍714
04013530,王敬漾,男,170.0,2005-01-18,北2舍205
04013541,康玮驰,女,171.33,2004-09-23,东1舍514
04013551,徐贞莺,女,168.99,2004-03-14,西1舍930
04013561,王泽秋,女,166.73,2004-09-09,东2舍619
04013570,刘杉晗,男,171.0,2004-12-21,北2舍706
04013580,罗棋霖,男,172.0,2005-03-03,东2舍525
04013590,张阔河,男,169.0,2003-12-15,东1舍332
04013600,陈至至,男,164.0,2004-07-17,北2舍538
04013610,贺照寒,男,170.0,2003-10-30,西1舍803
04013621,张素驰,女,155.42,2003-10-09,南1舍230
04013631,聂纹乐,女,150.33,2004-10-24,西1舍923
04013641,郭烷婕,女,167.46,2004-06-08,东2舍234
04013651,葛荣眉,女,177.83,2004-12-13,西2舍406
04013661,吕滢韵,女,178.32,2004-06-16,东2舍519
04013671,周倚家,女,163.55,2004-10-07,西1舍430
04013680,黄曦喆,男,169.0,2004-05-02,北2舍623
04013690,唐瑜兴,男,162.0,2004-09-13,西1舍918
04013700,黄砂谦,男,171.0,2005-03-30,南2舍836
04013711,王柏玲,女,158.72,2004-10-17,西1舍439
04013720,施轼骢,男,168.0,2005-02-14,北2舍410
04013730,冉珑泰,男,174.0,2004-01-01,东1舍530
04013741,郭君惠,女,163.37,2004-05-20,南1舍338
04013751,鲍琶煊,女,159.39,2004-08-18,东2舍827
04013761,李琬姣,女,154.16,2004-07-17,南2舍818
04013770,徐树越,男,166.0,2004-10-20,东2舍730
04013780,周茂初,男,164.0,2005-02-06,北2舍836
04013790,王宝映,男,174.0,2003-10-02,南1舍606
04013801,邓荫影,女,169.5,2004-09-03,东1舍107
